frame,timestamp,person_id,x,y,z
-1,2025/11/28-20:22:22:704,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:22:712,koko,-1773.41685,-524.227102,10.0
-1,2025/11/28-20:22:22:712,Amelia,-2433.030269,-845.029709,10.0
-1,2025/11/28-20:22:22:712,ZakariYoung,-2505.743334,-853.997858,12.0
-1,2025/11/28-20:22:22:712,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:22:746,koko,-1773.69181,-524.943784,10.0
-1,2025/11/28-20:22:22:746,Amelia,-2433.032781,-845.034803,10.0
-1,2025/11/28-20:22:22:746,ZakariYoung,-2505.819415,-853.998525,12.0
-1,2025/11/28-20:22:22:746,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:23:1,koko,-1777.770737,-530.270253,10.0
-1,2025/11/28-20:22:23:1,Amelia,-2433.051945,-845.086589,10.0
-1,2025/11/28-20:22:23:1,ZakariYoung,-2506.0,-853.9994,12.0
-1,2025/11/28-20:22:23:1,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:23:215,koko,-1783.265478,-534.299891,10.0
-1,2025/11/28-20:22:23:215,Amelia,-2433.067643,-845.145747,10.0
-1,2025/11/28-20:22:23:215,ZakariYoung,-2506.0,-853.993668,12.0
-1,2025/11/28-20:22:23:215,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:23:452,koko,-1791.283793,-538.337653,10.0
-1,2025/11/28-20:22:23:452,Amelia,-2433.085745,-845.232212,10.0
-1,2025/11/28-20:22:23:452,ZakariYoung,-2506.0,-853.9796,12.0
-1,2025/11/28-20:22:23:452,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:23:537,koko,-1794.322842,-539.531559,10.0
-1,2025/11/28-20:22:23:537,Amelia,-2433.091973,-845.266395,10.0
-1,2025/11/28-20:22:23:537,ZakariYoung,-2506.0,-853.97293,12.0
-1,2025/11/28-20:22:23:537,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:23:603,koko,-1794.726941,-539.678985,10.0
-1,2025/11/28-20:22:23:603,Amelia,-2433.092786,-845.271023,10.0
-1,2025/11/28-20:22:23:603,ZakariYoung,-2506.0,-853.971991,12.0
-1,2025/11/28-20:22:23:603,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:23:621,koko,-1797.199379,-540.526545,10.0
-1,2025/11/28-20:22:23:621,Amelia,-2433.097703,-845.299824,10.0
-1,2025/11/28-20:22:23:621,ZakariYoung,-2506.0,-853.965972,12.0
-1,2025/11/28-20:22:23:621,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:23:873,koko,-1807.178369,-543.047653,10.0
-1,2025/11/28-20:22:23:873,Amelia,-2433.117128,-845.427069,10.0
-1,2025/11/28-20:22:23:873,ZakariYoung,-2506.0,-853.936562,12.0
-1,2025/11/28-20:22:23:873,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:23:883,koko,-1807.522002,-543.108715,10.0
-1,2025/11/28-20:22:23:883,Amelia,-2433.1178,-845.431852,10.0
-1,2025/11/28-20:22:23:883,ZakariYoung,-2506.0,-853.935384,12.0
-1,2025/11/28-20:22:23:883,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:23:920,koko,-1808.926077,-543.339326,10.0
-1,2025/11/28-20:22:23:920,Amelia,-2433.120559,-845.451744,10.0
-1,2025/11/28-20:22:23:920,ZakariYoung,-2506.0,-853.930439,12.0
-1,2025/11/28-20:22:23:920,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:24:169,koko,-1817.954146,-543.999398,10.0
-1,2025/11/28-20:22:24:169,Amelia,-2433.139155,-845.596799,10.0
-1,2025/11/28-20:22:24:169,ZakariYoung,-2506.0,-853.892439,12.0
-1,2025/11/28-20:22:24:169,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:24:178,koko,-1818.298172,-543.998896,10.0
-1,2025/11/28-20:22:24:178,Amelia,-2433.139878,-845.602825,10.0
-1,2025/11/28-20:22:24:178,ZakariYoung,-2506.0,-853.890797,12.0
-1,2025/11/28-20:22:24:178,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:24:212,koko,-1819.503308,-543.996029,10.0
-1,2025/11/28-20:22:24:212,Amelia,-2433.142368,-845.623773,10.0
-1,2025/11/28-20:22:24:212,ZakariYoung,-2506.0,-853.885054,12.0
-1,2025/11/28-20:22:24:212,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:24:291,koko,-1822.468513,-543.982399,10.0
-1,2025/11/28-20:22:24:291,Amelia,-2433.148233,-845.674443,10.0
-1,2025/11/28-20:22:24:291,ZakariYoung,-2506.0,-853.870955,12.0
-1,2025/11/28-20:22:24:291,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:24:552,koko,-1833.359688,-543.871865,10.0
-1,2025/11/28-20:22:24:552,Amelia,-2433.167653,-845.855293,10.0
-1,2025/11/28-20:22:24:552,ZakariYoung,-2506.0,-853.818581,12.0
-1,2025/11/28-20:22:24:552,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:24:686,koko,-1839.351078,-543.780335,10.0
-1,2025/11/28-20:22:24:686,Amelia,-2433.177472,-845.954262,10.0
-1,2025/11/28-20:22:24:686,ZakariYoung,-2506.0,-853.788791,12.0
-1,2025/11/28-20:22:24:686,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:24:693,koko,-1839.735119,-543.773843,10.0
-1,2025/11/28-20:22:24:693,Amelia,-2433.178088,-845.960638,10.0
-1,2025/11/28-20:22:24:693,ZakariYoung,-2506.0,-853.786848,12.0
-1,2025/11/28-20:22:24:693,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:24:728,koko,-1841.351259,-543.745743,10.0
-1,2025/11/28-20:22:24:728,Amelia,-2433.180667,-845.987535,10.0
-1,2025/11/28-20:22:24:728,ZakariYoung,-2506.0,-853.778622,12.0
-1,2025/11/28-20:22:24:728,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:24:810,koko,-1845.217243,-543.673552,10.0
-1,2025/11/28-20:22:24:810,Amelia,-2433.186756,-846.052401,10.0
-1,2025/11/28-20:22:24:810,ZakariYoung,-2506.0,-853.758595,12.0
-1,2025/11/28-20:22:24:810,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:24:885,koko,-1848.766724,-543.601305,10.0
-1,2025/11/28-20:22:24:885,Amelia,-2433.192272,-846.112797,10.0
-1,2025/11/28-20:22:24:885,ZakariYoung,-2506.0,-853.73972,12.0
-1,2025/11/28-20:22:24:885,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:25:172,koko,-1862.447458,-543.27085,10.0
-1,2025/11/28-20:22:25:172,Amelia,-2433.213309,-846.357135,10.0
-1,2025/11/28-20:22:25:172,ZakariYoung,-2506.0,-853.661395,12.0
-1,2025/11/28-20:22:25:172,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:25:315,koko,-1869.178674,-543.076639,10.0
-1,2025/11/28-20:22:25:315,Amelia,-2433.223805,-846.487231,10.0
-1,2025/11/28-20:22:25:315,ZakariYoung,-2506.0,-853.618565,12.0
-1,2025/11/28-20:22:25:315,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:25:323,koko,-1869.607596,-543.06349,10.0
-1,2025/11/28-20:22:25:323,Amelia,-2433.224483,-846.495818,10.0
-1,2025/11/28-20:22:25:323,ZakariYoung,-2506.0,-853.615713,12.0
-1,2025/11/28-20:22:25:323,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:25:358,koko,-1871.214386,-543.013354,10.0
-1,2025/11/28-20:22:25:358,Amelia,-2433.227036,-846.528347,10.0
-1,2025/11/28-20:22:25:358,ZakariYoung,-2506.0,-853.604884,12.0
-1,2025/11/28-20:22:25:358,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:25:431,koko,-1874.558063,-542.90438,10.0
-1,2025/11/28-20:22:25:431,Amelia,-2433.232422,-846.598028,10.0
-1,2025/11/28-20:22:25:431,ZakariYoung,-2506.0,-853.581549,12.0
-1,2025/11/28-20:22:25:431,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:25:717,koko,-1886.613444,-542.448071,10.0
-1,2025/11/28-20:22:25:717,Amelia,-2433.253196,-846.879739,10.0
-1,2025/11/28-20:22:25:717,ZakariYoung,-2506.0,-853.485441,12.0
-1,2025/11/28-20:22:25:717,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:25:859,koko,-1891.956756,-542.201678,10.0
-1,2025/11/28-20:22:25:859,Amelia,-2433.263584,-847.02821,10.0
-1,2025/11/28-20:22:25:859,ZakariYoung,-2506.0,-853.433754,12.0
-1,2025/11/28-20:22:25:859,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:25:869,koko,-1892.289709,-542.185046,10.0
-1,2025/11/28-20:22:25:869,Amelia,-2433.26427,-847.03819,10.0
-1,2025/11/28-20:22:25:869,ZakariYoung,-2506.0,-853.430255,12.0
-1,2025/11/28-20:22:25:869,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:25:907,koko,-1893.616888,-542.116951,10.0
-1,2025/11/28-20:22:25:907,Amelia,-2433.267062,-847.079023,10.0
-1,2025/11/28-20:22:25:907,ZakariYoung,-2506.0,-853.415913,12.0
-1,2025/11/28-20:22:25:907,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:25:980,koko,-1896.008536,-541.985917,10.0
-1,2025/11/28-20:22:25:980,Amelia,-2433.27236,-847.157526,10.0
-1,2025/11/28-20:22:25:980,ZakariYoung,-2506.0,-853.388205,12.0
-1,2025/11/28-20:22:25:980,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:26:61,koko,-1898.464352,-541.83724,10.0
-1,2025/11/28-20:22:26:61,Amelia,-2433.278273,-847.246634,10.0
-1,2025/11/28-20:22:26:61,ZakariYoung,-2506.0,-853.356548,12.0
-1,2025/11/28-20:22:26:61,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:26:335,koko,-1904.770549,-541.327397,10.0
-1,2025/11/28-20:22:26:335,Amelia,-2433.29798,-847.555007,10.0
-1,2025/11/28-20:22:26:335,ZakariYoung,-2506.0,-853.245394,12.0
-1,2025/11/28-20:22:26:335,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:26:472,koko,-1906.661901,-541.067865,10.0
-1,2025/11/28-20:22:26:472,Amelia,-2433.307809,-847.715262,10.0
-1,2025/11/28-20:22:26:472,ZakariYoung,-2506.0,-853.186712,12.0
-1,2025/11/28-20:22:26:472,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:26:481,koko,-1906.763953,-541.048734,10.0
-1,2025/11/28-20:22:26:481,Amelia,-2433.308531,-847.7272,10.0
-1,2025/11/28-20:22:26:481,ZakariYoung,-2506.0,-853.182317,12.0
-1,2025/11/28-20:22:26:481,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:26:517,koko,-1907.070918,-540.982284,10.0
-1,2025/11/28-20:22:26:517,Amelia,-2433.310965,-847.767609,10.0
-1,2025/11/28-20:22:26:517,ZakariYoung,-2506.0,-853.167414,12.0
-1,2025/11/28-20:22:26:517,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:26:597,koko,-1907.762135,-540.612723,10.0
-1,2025/11/28-20:22:26:597,Amelia,-2433.31677,-847.865028,10.0
-1,2025/11/28-20:22:26:597,ZakariYoung,-2506.0,-853.131338,12.0
-1,2025/11/28-20:22:26:597,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:26:677,koko,-1908.447893,-539.904208,10.0
-1,2025/11/28-20:22:26:677,Amelia,-2433.322541,-847.963318,10.0
-1,2025/11/28-20:22:26:677,ZakariYoung,-2506.0,-853.094726,12.0
-1,2025/11/28-20:22:26:677,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:26:934,koko,-1910.585661,-535.620324,10.0
-1,2025/11/28-20:22:26:934,Amelia,-2433.34084,-848.284389,10.0
-1,2025/11/28-20:22:26:934,ZakariYoung,-2506.0,-852.973707,12.0
-1,2025/11/28-20:22:26:934,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:27:71,koko,-1911.682013,-532.224874,10.0
-1,2025/11/28-20:22:27:71,Amelia,-2433.350589,-848.461187,10.0
-1,2025/11/28-20:22:27:71,ZakariYoung,-2506.0,-852.906174,12.0
-1,2025/11/28-20:22:27:71,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:27:81,koko,-1911.75946,-531.953658,10.0
-1,2025/11/28-20:22:27:81,Amelia,-2433.351292,-848.474087,10.0
-1,2025/11/28-20:22:27:81,ZakariYoung,-2506.0,-852.901222,12.0
-1,2025/11/28-20:22:27:81,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:27:115,koko,-1912.02149,-531.004594,10.0
-1,2025/11/28-20:22:27:115,Amelia,-2433.353686,-848.51819,10.0
-1,2025/11/28-20:22:27:115,ZakariYoung,-2506.0,-852.884269,12.0
-1,2025/11/28-20:22:27:115,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:27:197,koko,-1912.641363,-528.561463,10.0
-1,2025/11/28-20:22:27:197,Amelia,-2433.359466,-848.625611,10.0
-1,2025/11/28-20:22:27:197,ZakariYoung,-2506.0,-852.842819,12.0
-1,2025/11/28-20:22:27:197,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:27:277,koko,-1913.229765,-525.972505,10.0
-1,2025/11/28-20:22:27:277,Amelia,-2433.365133,-848.732248,10.0
-1,2025/11/28-20:22:27:277,ZakariYoung,-2506.0,-852.801455,12.0
-1,2025/11/28-20:22:27:277,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:27:533,koko,-1914.940588,-516.71156,10.0
-1,2025/11/28-20:22:27:533,Amelia,-2433.383101,-849.078955,10.0
-1,2025/11/28-20:22:27:533,ZakariYoung,-2506.0,-852.665508,12.0
-1,2025/11/28-20:22:27:533,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:27:674,koko,-1915.75039,-511.167939,10.0
-1,2025/11/28-20:22:27:674,Amelia,-2433.392866,-849.272794,10.0
-1,2025/11/28-20:22:27:674,ZakariYoung,-2506.0,-852.588554,12.0
-1,2025/11/28-20:22:27:674,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:27:687,koko,-1915.817896,-510.660669,10.0
-1,2025/11/28-20:22:27:687,Amelia,-2433.393738,-849.290272,10.0
-1,2025/11/28-20:22:27:687,ZakariYoung,-2506.0,-852.581583,12.0
-1,2025/11/28-20:22:27:687,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:27:717,koko,-1915.982971,-509.385619,10.0
-1,2025/11/28-20:22:27:717,Amelia,-2433.395915,-849.334074,10.0
-1,2025/11/28-20:22:27:717,ZakariYoung,-2506.0,-852.564088,12.0
-1,2025/11/28-20:22:27:717,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:27:791,koko,-1916.345599,-506.38973,10.0
-1,2025/11/28-20:22:27:791,Amelia,-2433.40097,-849.436477,10.0
-1,2025/11/28-20:22:27:791,ZakariYoung,-2506.0,-852.523055,12.0
-1,2025/11/28-20:22:27:791,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:27:882,koko,-1916.757953,-502.57285,10.0
-1,2025/11/28-20:22:27:882,Amelia,-2433.407322,-849.566558,10.0
-1,2025/11/28-20:22:27:882,ZakariYoung,-2506.0,-852.470668,12.0
-1,2025/11/28-20:22:27:882,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:28:134,koko,-1917.609161,-492.058919,10.0
-1,2025/11/28-20:22:28:134,Amelia,-2433.424702,-849.930387,10.0
-1,2025/11/28-20:22:28:134,ZakariYoung,-2506.0,-852.322601,12.0
-1,2025/11/28-20:22:28:134,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:28:273,koko,-1917.88068,-486.42891,10.0
-1,2025/11/28-20:22:28:273,Amelia,-2433.434213,-850.134323,10.0
-1,2025/11/28-20:22:28:273,ZakariYoung,-2506.0,-852.238622,12.0
-1,2025/11/28-20:22:28:273,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:28:283,koko,-1917.893796,-486.048872,10.0
-1,2025/11/28-20:22:28:283,Amelia,-2433.434867,-850.148463,10.0
-1,2025/11/28-20:22:28:283,ZakariYoung,-2506.0,-852.232773,12.0
-1,2025/11/28-20:22:28:283,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:28:317,koko,-1917.935155,-484.678952,10.0
-1,2025/11/28-20:22:28:317,Amelia,-2433.437239,-850.199914,10.0
-1,2025/11/28-20:22:28:317,ZakariYoung,-2506.0,-852.211464,12.0
-1,2025/11/28-20:22:28:317,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:28:390,koko,-1917.989253,-481.862058,10.0
-1,2025/11/28-20:22:28:390,Amelia,-2433.44221,-850.30839,10.0
-1,2025/11/28-20:22:28:390,ZakariYoung,-2506.0,-852.16639,12.0
-1,2025/11/28-20:22:28:390,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:28:479,koko,-1917.998856,-478.50011,10.0
-1,2025/11/28-20:22:28:479,Amelia,-2433.44825,-850.441405,10.0
-1,2025/11/28-20:22:28:479,ZakariYoung,-2506.0,-852.110852,12.0
-1,2025/11/28-20:22:28:479,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:28:741,koko,-1917.938793,-466.731337,10.0
-1,2025/11/28-20:22:28:741,Amelia,-2433.465939,-850.838594,10.0
-1,2025/11/28-20:22:28:741,ZakariYoung,-2506.0,-851.943259,12.0
-1,2025/11/28-20:22:28:741,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:28:877,koko,-1917.877026,-459.628588,10.0
-1,2025/11/28-20:22:28:877,Amelia,-2433.475127,-851.049318,10.0
-1,2025/11/28-20:22:28:877,ZakariYoung,-2506.0,-851.853281,12.0
-1,2025/11/28-20:22:28:877,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:28:886,koko,-1917.87272,-459.18149,10.0
-1,2025/11/28-20:22:28:886,Amelia,-2433.475685,-851.062197,10.0
-1,2025/11/28-20:22:28:886,ZakariYoung,-2506.0,-851.847758,12.0
-1,2025/11/28-20:22:28:886,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:28:925,koko,-1917.852066,-457.095135,10.0
-1,2025/11/28-20:22:28:925,Amelia,-2433.478261,-851.121854,10.0
-1,2025/11/28-20:22:28:925,ZakariYoung,-2506.0,-851.822138,12.0
-1,2025/11/28-20:22:28:925,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:28:997,koko,-1917.810341,-453.115034,10.0
-1,2025/11/28-20:22:28:997,Amelia,-2433.483078,-851.234036,10.0
-1,2025/11/28-20:22:28:997,ZakariYoung,-2506.0,-851.7738,12.0
-1,2025/11/28-20:22:28:997,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:29:76,koko,-1917.760291,-448.643198,10.0
-1,2025/11/28-20:22:29:76,Amelia,-2433.488379,-851.358426,10.0
-1,2025/11/28-20:22:29:76,ZakariYoung,-2506.0,-851.719958,12.0
-1,2025/11/28-20:22:29:76,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:29:342,koko,-1917.572418,-433.572548,10.0
-1,2025/11/28-20:22:29:342,Amelia,-2433.505961,-851.777838,10.0
-1,2025/11/28-20:22:29:342,ZakariYoung,-2506.0,-851.536509,12.0
-1,2025/11/28-20:22:29:342,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:29:486,koko,-1917.464893,-425.690381,10.0
-1,2025/11/28-20:22:29:486,Amelia,-2433.515377,-852.006736,10.0
-1,2025/11/28-20:22:29:486,ZakariYoung,-2506.0,-851.435142,12.0
-1,2025/11/28-20:22:29:486,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:29:498,koko,-1917.455904,-425.048643,10.0
-1,2025/11/28-20:22:29:498,Amelia,-2433.516162,-852.025953,10.0
-1,2025/11/28-20:22:29:498,ZakariYoung,-2506.0,-851.426591,12.0
-1,2025/11/28-20:22:29:498,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:29:530,koko,-1917.431849,-423.343099,10.0
-1,2025/11/28-20:22:29:530,Amelia,-2433.518268,-852.07758,10.0
-1,2025/11/28-20:22:29:530,ZakariYoung,-2506.0,-851.403588,12.0
-1,2025/11/28-20:22:29:530,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:29:612,koko,-1917.371207,-419.113389,10.0
-1,2025/11/28-20:22:29:612,Amelia,-2433.523628,-852.20971,10.0
-1,2025/11/28-20:22:29:612,ZakariYoung,-2506.0,-851.34451,12.0
-1,2025/11/28-20:22:29:612,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:29:871,koko,-1917.196158,-407.386197,10.0
-1,2025/11/28-20:22:29:871,Amelia,-2433.540337,-852.627523,10.0
-1,2025/11/28-20:22:29:871,ZakariYoung,-2506.0,-851.15572,12.0
-1,2025/11/28-20:22:29:871,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:29:879,koko,-1917.191083,-407.055771,10.0
-1,2025/11/28-20:22:29:879,Amelia,-2433.540874,-852.641098,10.0
-1,2025/11/28-20:22:29:879,ZakariYoung,-2506.0,-851.149536,12.0
-1,2025/11/28-20:22:29:879,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:29:914,koko,-1917.170456,-405.717921,10.0
-1,2025/11/28-20:22:29:914,Amelia,-2433.543108,-852.697669,10.0
-1,2025/11/28-20:22:29:914,ZakariYoung,-2506.0,-851.123727,12.0
-1,2025/11/28-20:22:29:914,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:30:193,koko,-1917.041966,-397.575183,10.0
-1,2025/11/28-20:22:30:193,Amelia,-2433.560824,-853.15184,10.0
-1,2025/11/28-20:22:30:193,ZakariYoung,-2506.0,-850.914475,12.0
-1,2025/11/28-20:22:30:193,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:30:203,koko,-1917.038477,-397.35904,10.0
-1,2025/11/28-20:22:30:203,Amelia,-2433.561518,-853.169823,10.0
-1,2025/11/28-20:22:30:203,ZakariYoung,-2506.0,-850.906114,12.0
-1,2025/11/28-20:22:30:203,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:30:237,koko,-1917.028789,-396.760529,10.0
-1,2025/11/28-20:22:30:237,Amelia,-2433.56361,-853.224127,10.0
-1,2025/11/28-20:22:30:237,ZakariYoung,-2506.0,-850.880829,12.0
-1,2025/11/28-20:22:30:237,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:30:502,koko,-1917.0,-395.0,10.0
-1,2025/11/28-20:22:30:502,Amelia,-2433.580329,-853.662932,10.0
-1,2025/11/28-20:22:30:502,ZakariYoung,-2506.0,-850.67453,12.0
-1,2025/11/28-20:22:30:502,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:30:510,koko,-1917.0,-395.0,10.0
-1,2025/11/28-20:22:30:510,Amelia,-2433.580849,-853.676718,10.0
-1,2025/11/28-20:22:30:510,ZakariYoung,-2506.0,-850.667991,12.0
-1,2025/11/28-20:22:30:510,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:30:736,koko,-1917.0,-395.0,10.0
-1,2025/11/28-20:22:30:736,Amelia,-2433.594843,-854.050545,10.0
-1,2025/11/28-20:22:30:736,ZakariYoung,-2506.0,-850.489294,12.0
-1,2025/11/28-20:22:30:736,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:30:744,koko,-1917.0,-395.0,10.0
-1,2025/11/28-20:22:30:744,Amelia,-2433.595356,-854.064379,10.0
-1,2025/11/28-20:22:30:744,ZakariYoung,-2506.0,-850.48263,12.0
-1,2025/11/28-20:22:30:744,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:30:777,koko,-1917.0,-395.0,10.0
-1,2025/11/28-20:22:30:777,Amelia,-2433.597413,-854.119838,10.0
-1,2025/11/28-20:22:30:777,ZakariYoung,-2506.0,-850.455875,12.0
-1,2025/11/28-20:22:30:777,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:30:853,koko,-1917.0,-395.0,10.0
-1,2025/11/28-20:22:30:853,Amelia,-2433.602044,-854.245119,10.0
-1,2025/11/28-20:22:30:853,ZakariYoung,-2506.0,-850.395216,12.0
-1,2025/11/28-20:22:30:853,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:31:124,koko,-1917.0,-395.0,10.0
-1,2025/11/28-20:22:31:124,Amelia,-2433.618554,-854.696638,10.0
-1,2025/11/28-20:22:31:124,ZakariYoung,-2506.0,-850.173993,12.0
-1,2025/11/28-20:22:31:124,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:31:280,koko,-1917.007313,-394.767822,10.0
-1,2025/11/28-20:22:31:280,Amelia,-2433.627864,-854.954536,10.0
-1,2025/11/28-20:22:31:280,ZakariYoung,-2506.0,-850.045755,12.0
-1,2025/11/28-20:22:31:280,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:31:287,koko,-1917.008484,-394.730619,10.0
-1,2025/11/28-20:22:31:287,Amelia,-2433.628363,-854.968425,10.0
-1,2025/11/28-20:22:31:287,ZakariYoung,-2506.0,-850.038809,12.0
-1,2025/11/28-20:22:31:287,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:31:322,koko,-1917.014418,-394.542223,10.0
-1,2025/11/28-20:22:31:322,Amelia,-2433.630483,-855.02751,10.0
-1,2025/11/28-20:22:31:322,ZakariYoung,-2506.0,-850.009214,12.0
-1,2025/11/28-20:22:31:322,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:31:382,koko,-1917.027882,-394.114758,10.0
-1,2025/11/28-20:22:31:382,Amelia,-2433.634057,-855.127376,10.0
-1,2025/11/28-20:22:31:382,ZakariYoung,-2506.0,-849.959023,12.0
-1,2025/11/28-20:22:31:382,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:31:471,koko,-1917.055528,-393.236981,10.0
-1,2025/11/28-20:22:31:471,Amelia,-2433.639332,-855.27536,10.0
-1,2025/11/28-20:22:31:471,ZakariYoung,-2506.0,-849.884249,12.0
-1,2025/11/28-20:22:31:471,Keiji,-2310.0,-257.0,10.0
-1,2025/11/28-20:22:31:751,koko,-1917.198112,-388.70995,10.0
-1,2025/11/28-20:22:31:751,Amelia,-2433.65576,-855.740764,10.0
-1,2025/11/28-20:22:31:751,ZakariYoung,-2506.0,-849.645898,12.0
-1,2025/11/28-20:22:31:751,Keiji,-2308.722346,-257.2064,10.699196
-1,2025/11/28-20:22:31:896,koko,-1917.302541,-385.394328,10.0
-1,2025/11/28-20:22:31:896,Amelia,-2433.664205,-855.982605,10.0
-1,2025/11/28-20:22:31:896,ZakariYoung,-2506.0,-849.520063,12.0
-1,2025/11/28-20:22:31:896,Keiji,-2306.548194,-257.524689,11.493759
-1,2025/11/28-20:22:31:905,koko,-1917.309685,-385.167516,10.0
-1,2025/11/28-20:22:31:905,Amelia,-2433.664729,-855.997687,10.0
-1,2025/11/28-20:22:31:905,ZakariYoung,-2506.0,-849.512168,12.0
-1,2025/11/28-20:22:31:905,Keiji,-2306.382324,-257.547629,11.538265
-1,2025/11/28-20:22:31:941,koko,-1917.338288,-384.259343,10.0
